job_name,company_name,salary,city,district,experience,education,skill_tags,description,source,crawl_time,min_salary,max_salary
Java 开发工程师,百度系统有限公司,45-55K,北京,天河区,5-10 年,博士,"风险管理,投资分析,量化分析",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,16948,71703
系统架构师,华为数据服务有限公司,19-35K,南京,浦东新区,3-5 年,博士,"C++,Java,数据结构,Linux,Python",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,24714,33513
前端开发工程师,百度科技有限公司,48-47K,西安,海淀区,3-5 年,高中,"平面设计,UI 设计",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,18217,19250
产品经理,网易系统有限公司,23-51K,南京,朝阳区,3-5 年,硕士,"PCB,嵌入式,电路设计",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,24074,30008
运维工程师,小米网络技术有限公司,37-51K,南京,,5-10 年,硕士,"C++,数据结构,Linux",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,44684,22182
数据库管理员,字节网络技术有限公司,22-18K,西安,,经验不限,博士,"UX 设计,Sketch,Figma,Photoshop",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,24818,53770
Java 开发工程师,字节数据服务有限公司,14-26K,苏州,海淀区,应届生,大专,"CV,TensorFlow,深度学习,机器学习",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,40766,48598
前端开发工程师,网易网络技术有限公司,45-62K,西安,朝阳区,应届生,高中,"营销策划,市场营销,新媒体运营,品牌推广,市场调研",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,47774,27930
Java 开发工程师,网易数据服务有限公司,44-29K,西安,海淀区,5-10 年,大专,"NLP,深度学习",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,32010,67866
后端开发工程师,美团系统有限公司,45-65K,苏州,,经验不限,本科,"深度学习,TensorFlow,CV",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,14445,34359
数据分析师,字节信息技术有限公司,43-78K,北京,,经验不限,本科,"数据结构,Python",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,42199,65504
数据分析师,VIVO网络技术有限公司,30-78K,成都,海淀区,经验不限,大专,"Vue,Spring,软件工程,敏捷开发",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,47542,42928
软件工程师,网易数据服务有限公司,23-66K,北京,海淀区,1-3 年,硕士,"市场调研,市场营销,品牌推广,营销策划,新媒体运营",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,10172,19168
前端开发工程师,阿里科技有限公司,18-29K,深圳,,1-3 年,高中,"C++,Linux,算法",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,16786,26090
数据分析师,腾讯系统有限公司,10-15K,苏州,南山区,经验不限,硕士,"PCB,嵌入式,硬件开发,单片机",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,15873,45857
前端开发工程师,VIVO科技有限公司,21-23K,广州,浦东新区,1-3 年,高中,"财务报表,量化分析,投资分析",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,48783,42149
后端开发工程师,腾讯数据服务有限公司,33-66K,苏州,天河区,1-3 年,硕士,"嵌入式,FPGA",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,23264,62607
前端开发工程师,腾讯科技有限公司,27-55K,成都,,5-10 年,本科,"Sketch,Photoshop",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,29423,37327
全栈工程师,百度系统有限公司,44-57K,广州,海淀区,应届生,大专,"算法,Java,数据库,数据结构",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,24659,38451
运维工程师,VIVO信息技术有限公司,40-17K,武汉,朝阳区,3-5 年,大专,"市场调研,营销策划",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,43549,73599
数据分析师,VIVO智能科技有限公司,28-60K,广州,天河区,3-5 年,博士,"NLP,CV",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,48908,66298
软件工程师,腾讯智能科技有限公司,33-58K,上海,朝阳区,3-5 年,硕士,"硬件开发,单片机,PCB,电路设计",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,15877,57620
软件工程师,VIVO网络技术有限公司,43-43K,深圳,天河区,1-3 年,高中,"软件开发,软件工程",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,13665,79853
后端开发工程师,VIVO科技有限公司,48-39K,苏州,天河区,1-3 年,大专,"Linux,Java,数据库,Python,C++",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,39718,79027
运维工程师,百度智能科技有限公司,38-77K,上海,,1-3 年,本科,"嵌入式,硬件开发",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,28454,55730
测试工程师,美团数据服务有限公司,19-37K,武汉,浦东新区,应届生,硕士,"风险管理,金融分析,财务报表",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,38589,57892
UI 设计师,美团数据服务有限公司,42-25K,南京,海淀区,1-3 年,本科,"Vue,软件工程,软件开发,Spring,敏捷开发",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,31071,54702
运维工程师,小米网络技术有限公司,35-80K,北京,天河区,1-3 年,高中,"项目管理,商业分析,团队协作,数据分析",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,16637,54641
网络工程师,网易智能科技有限公司,18-15K,苏州,天河区,经验不限,硕士,"新媒体运营,市场调研,市场营销,营销策划,品牌推广",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,32646,65476
Python 开发工程师,小米科技有限公司,37-80K,北京,天河区,经验不限,高中,"商业分析,沟通协调,团队协作,数据分析,项目管理",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,29650,20691
Java 开发工程师,华为系统有限公司,30-37K,北京,南山区,经验不限,高中,"金融分析,量化分析,投资分析,风险管理",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,18189,61468
数据库管理员,OPPO系统有限公司,11-22K,武汉,南山区,1-3 年,博士,"投资分析,量化分析,金融分析,财务报表",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,47197,53117
系统架构师,京东智能科技有限公司,8-79K,南京,海淀区,1-3 年,大专,"硬件开发,FPGA",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,39058,26133
全栈工程师,小米数据服务有限公司,11-72K,西安,浦东新区,应届生,本科,"Linux,Python,数据结构,Java",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,29443,31544
系统架构师,美团网络技术有限公司,17-73K,成都,天河区,3-5 年,高中,"平面设计,Figma,Photoshop",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,29692,63082
算法工程师,美团数据服务有限公司,14-38K,杭州,,5-10 年,大专,"投资分析,财务报表,量化分析",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,38072,64305
前端开发工程师,华为数据服务有限公司,28-45K,南京,天河区,应届生,高中,"NLP,CV",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,9692,22044
算法工程师,腾讯网络技术有限公司,29-42K,广州,,5-10 年,博士,"FPGA,硬件开发,嵌入式",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,25057,21382
产品经理,字节系统有限公司,40-17K,南京,海淀区,5-10 年,大专,"电路设计,硬件开发,PCB",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,14664,77994
Python 开发工程师,京东系统有限公司,38-79K,广州,,5-10 年,硕士,"PCB,FPGA",负责产品设计工作，要求本科及以上学历,generated,2026-03-30 19:41:46,38280,22807
算法工程师,小米系统有限公司,27-29K,成都,南山区,1-3 年,高中,"PCB,嵌入式,硬件开发,单片机,电路设计",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,14799,75264
运维工程师,京东智能科技有限公司,33-31K,成都,天河区,3-5 年,高中,"单片机,PCB,电路设计",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,43266,21390
Python 开发工程师,VIVO数据服务有限公司,33-64K,杭州,南山区,3-5 年,博士,"品牌推广,市场营销,营销策划,新媒体运营",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,39440,49783
UI 设计师,OPPO数据服务有限公司,10-46K,成都,天河区,5-10 年,大专,"风险管理,投资分析,财务报表,金融分析,量化分析",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,18763,17487
UI 设计师,百度信息技术有限公司,9-48K,苏州,,经验不限,大专,"PCB,硬件开发,单片机,FPGA",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,49346,52795
测试工程师,VIVO网络技术有限公司,23-41K,深圳,天河区,应届生,博士,"单片机,FPGA",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,44960,21007
数据分析师,腾讯网络技术有限公司,48-18K,杭州,浦东新区,经验不限,大专,"电路设计,FPGA",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,31319,50161
运维工程师,OPPO网络技术有限公司,12-65K,北京,天河区,5-10 年,高中,"CV,机器学习,TensorFlow,深度学习",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,47779,47336
系统架构师,VIVO科技有限公司,46-63K,深圳,朝阳区,1-3 年,本科,"量化分析,投资分析,金融分析",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,20010,42495
Java 开发工程师,小米数据服务有限公司,16-67K,广州,朝阳区,经验不限,高中,"Spring,Git",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,31643,27601
软件工程师,腾讯网络技术有限公司,46-60K,深圳,,应届生,硕士,"金融分析,量化分析,投资分析,财务报表",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,39667,37873
UI 设计师,华为科技有限公司,27-73K,北京,海淀区,5-10 年,高中,"UX 设计,Photoshop",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,23124,59007
算法工程师,阿里数据服务有限公司,19-61K,杭州,海淀区,经验不限,大专,"数据分析,团队协作,沟通协调,项目管理",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,49517,15897
后端开发工程师,京东网络技术有限公司,36-16K,南京,,1-3 年,博士,"电路设计,单片机,硬件开发,FPGA",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,43340,29539
数据库管理员,字节科技有限公司,46-62K,深圳,海淀区,1-3 年,硕士,"PCB,硬件开发,单片机",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,38237,20026
数据库管理员,美团科技有限公司,49-39K,上海,海淀区,经验不限,博士,"营销策划,市场调研,新媒体运营,品牌推广",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,46774,20357
软件工程师,小米科技有限公司,15-41K,武汉,天河区,经验不限,硕士,"UI 设计,UX 设计,平面设计",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,34459,25787
数据库管理员,百度科技有限公司,16-74K,成都,天河区,应届生,大专,"投资分析,量化分析,风险管理,财务报表",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,35953,30343
数据库管理员,腾讯网络技术有限公司,34-77K,苏州,南山区,1-3 年,本科,"量化分析,投资分析",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,47641,39790
软件工程师,阿里信息技术有限公司,38-49K,武汉,,经验不限,大专,"数据结构,算法,C++,Java,Linux",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,32236,50496
产品经理,字节数据服务有限公司,22-32K,西安,浦东新区,应届生,博士,"数据库,Java",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,9065,23539
UI 设计师,京东网络技术有限公司,13-60K,杭州,,3-5 年,硕士,"C++,Linux,Java,Python",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,46657,49034
UI 设计师,小米系统有限公司,10-55K,杭州,朝阳区,1-3 年,本科,"营销策划,新媒体运营,市场营销,市场调研,品牌推广",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,37069,32957
产品经理,小米系统有限公司,33-35K,南京,浦东新区,5-10 年,本科,"算法,Python,Java",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,41828,42234
后端开发工程师,OPPO网络技术有限公司,40-47K,杭州,海淀区,1-3 年,硕士,"营销策划,品牌推广",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,39709,33480
运维工程师,阿里智能科技有限公司,46-75K,北京,朝阳区,3-5 年,大专,"新媒体运营,品牌推广,市场营销,营销策划",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,28706,66070
后端开发工程师,阿里科技有限公司,8-55K,杭州,天河区,应届生,本科,"金融分析,财务报表,量化分析,风险管理,投资分析",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,49775,40106
后端开发工程师,京东智能科技有限公司,45-75K,苏州,,1-3 年,硕士,"数据库,Java,算法",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,34224,68779
UI 设计师,字节科技有限公司,41-76K,南京,,3-5 年,高中,"UX 设计,Figma,平面设计",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,15867,51988
Python 开发工程师,小米智能科技有限公司,26-19K,苏州,南山区,应届生,博士,"Vue,Spring,Git,软件工程",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,16554,28661
数据分析师,美团信息技术有限公司,12-31K,杭州,海淀区,应届生,博士,"PCB,电路设计,硬件开发,单片机,嵌入式",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,46703,33937
测试工程师,字节系统有限公司,19-57K,上海,南山区,5-10 年,高中,"FPGA,嵌入式,硬件开发,PCB",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,49390,36067
前端开发工程师,网易系统有限公司,42-26K,成都,南山区,5-10 年,高中,"Figma,平面设计,UI 设计",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,41555,25917
前端开发工程师,OPPO信息技术有限公司,46-71K,广州,朝阳区,3-5 年,本科,"项目管理,沟通协调,团队协作,商业分析,数据分析",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,47816,28629
数据库管理员,网易系统有限公司,48-62K,上海,海淀区,5-10 年,高中,"沟通协调,项目管理",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,23122,50206
Python 开发工程师,腾讯科技有限公司,11-46K,广州,,经验不限,大专,"市场营销,新媒体运营,营销策划,市场调研,品牌推广",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,20279,25499
全栈工程师,网易网络技术有限公司,39-45K,上海,浦东新区,应届生,高中,"电路设计,单片机,硬件开发",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,48335,72508
系统架构师,腾讯信息技术有限公司,32-67K,深圳,朝阳区,5-10 年,大专,"Sketch,UI 设计,UX 设计,Photoshop",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,26498,64149
系统架构师,美团网络技术有限公司,27-72K,北京,浦东新区,3-5 年,高中,"品牌推广,新媒体运营,市场营销,市场调研,营销策划",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,46157,72134
全栈工程师,阿里信息技术有限公司,44-18K,苏州,南山区,1-3 年,博士,"软件工程,Vue,敏捷开发,Spring",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,23586,68858
前端开发工程师,小米系统有限公司,10-17K,广州,天河区,3-5 年,硕士,"Linux,Java,算法",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,47695,61002
后端开发工程师,OPPO信息技术有限公司,49-70K,上海,,1-3 年,高中,"Vue,敏捷开发",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,45626,37683
数据库管理员,阿里数据服务有限公司,30-24K,北京,天河区,3-5 年,大专,"单片机,硬件开发,嵌入式",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,39200,67613
全栈工程师,字节数据服务有限公司,35-50K,深圳,,5-10 年,大专,"电路设计,FPGA,PCB",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,48082,38666
运维工程师,京东数据服务有限公司,42-22K,深圳,天河区,经验不限,本科,"机器学习,CV,深度学习",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,21542,77268
后端开发工程师,网易智能科技有限公司,41-20K,西安,天河区,经验不限,本科,"FPGA,电路设计,嵌入式,硬件开发,单片机",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,46256,57528
前端开发工程师,华为智能科技有限公司,40-22K,杭州,朝阳区,经验不限,博士,"数据分析,沟通协调,团队协作,商业分析,项目管理",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,42459,27599
后端开发工程师,腾讯网络技术有限公司,37-80K,广州,天河区,经验不限,高中,"项目管理,沟通协调,数据分析,团队协作",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,8629,36204
Python 开发工程师,华为智能科技有限公司,31-76K,南京,,5-10 年,高中,"Python,C++,Linux,算法,数据结构",负责数据分析工作，要求本科及以上学历,generated,2026-03-30 19:41:46,36044,34285
UI 设计师,华为科技有限公司,8-47K,苏州,天河区,经验不限,高中,"营销策划,市场营销,新媒体运营",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,49678,35389
系统架构师,字节科技有限公司,45-16K,杭州,浦东新区,应届生,大专,"UI 设计,Sketch,Figma",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,29330,24689
网络工程师,小米智能科技有限公司,34-61K,广州,天河区,应届生,大专,"PCB,嵌入式,FPGA",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,41395,77987
运维工程师,OPPO信息技术有限公司,33-50K,西安,天河区,1-3 年,高中,"团队协作,沟通协调",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,12907,19859
测试工程师,网易智能科技有限公司,8-19K,苏州,南山区,5-10 年,硕士,"数据结构,Python,数据库,算法",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,12627,70917
算法工程师,腾讯系统有限公司,34-28K,深圳,,3-5 年,博士,"数据分析,沟通协调,项目管理",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,47396,48743
Python 开发工程师,百度智能科技有限公司,49-31K,西安,南山区,应届生,高中,"项目管理,商业分析,团队协作,数据分析,沟通协调",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,44772,49626
数据分析师,美团信息技术有限公司,27-39K,杭州,天河区,3-5 年,博士,"投资分析,风险管理,金融分析,财务报表",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,29541,46846
系统架构师,网易系统有限公司,15-33K,上海,浦东新区,经验不限,博士,"UX 设计,UI 设计",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,9334,22755
UI 设计师,美团系统有限公司,48-50K,广州,海淀区,3-5 年,本科,"软件开发,Vue",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,43716,20873
Java 开发工程师,阿里信息技术有限公司,9-32K,成都,天河区,应届生,硕士,"Java,数据库",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,8506,54458
后端开发工程师,VIVO系统有限公司,29-67K,广州,南山区,5-10 年,硕士,"市场调研,营销策划,市场营销,品牌推广,新媒体运营",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,48992,43987
后端开发工程师,百度科技有限公司,50-46K,北京,海淀区,应届生,博士,"敏捷开发,软件工程,软件开发,Spring",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,39172,79588
数据分析师,OPPO系统有限公司,42-32K,西安,南山区,5-10 年,本科,"NLP,CV,PyTorch,机器学习,深度学习",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,10256,19473
运维工程师,VIVO科技有限公司,27-34K,南京,天河区,应届生,博士,"数据分析,项目管理,团队协作",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,14298,28221
前端开发工程师,京东系统有限公司,19-15K,武汉,南山区,应届生,本科,"UI 设计,Photoshop,Sketch,Figma,UX 设计",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,39569,17952
Python 开发工程师,华为科技有限公司,50-30K,杭州,浦东新区,5-10 年,硕士,"UX 设计,平面设计,Photoshop,UI 设计,Figma",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,15961,52423
后端开发工程师,VIVO数据服务有限公司,22-25K,南京,浦东新区,3-5 年,硕士,"投资分析,财务报表,金融分析,量化分析,风险管理",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,31831,67212
UI 设计师,美团科技有限公司,50-65K,西安,海淀区,1-3 年,博士,"风险管理,投资分析,量化分析,金融分析,财务报表",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,27443,78201
数据分析师,字节信息技术有限公司,26-59K,广州,海淀区,5-10 年,高中,"PyTorch,CV,TensorFlow,机器学习",负责产品设计工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,34710,18448
系统架构师,京东智能科技有限公司,32-34K,北京,天河区,1-3 年,大专,"市场营销,市场调研",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,22559,55255
算法工程师,小米智能科技有限公司,14-25K,广州,朝阳区,3-5 年,硕士,"市场营销,品牌推广,市场调研,营销策划,新媒体运营",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,14121,27634
软件工程师,VIVO智能科技有限公司,27-38K,西安,浦东新区,3-5 年,大专,"软件开发,软件工程,Git,Vue,敏捷开发",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,23736,18889
全栈工程师,小米信息技术有限公司,28-69K,杭州,,1-3 年,大专,"NLP,深度学习",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,34057,20322
网络工程师,腾讯系统有限公司,12-79K,南京,浦东新区,1-3 年,硕士,"市场营销,新媒体运营,市场调研,营销策划",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,49730,48597
运维工程师,腾讯科技有限公司,31-76K,杭州,海淀区,经验不限,博士,"敏捷开发,Vue,Spring",负责系统架构工作，要求本科及以上学历,generated,2026-03-30 19:41:46,47383,50431
产品经理,小米信息技术有限公司,40-57K,西安,,经验不限,博士,"Spring,敏捷开发,软件工程,软件开发,Git",负责数据分析工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,20565,56440
软件工程师,阿里网络技术有限公司,21-56K,苏州,浦东新区,3-5 年,高中,"数据结构,Linux,数据库,算法",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,24275,50057
软件工程师,百度系统有限公司,35-56K,上海,浦东新区,应届生,大专,"TensorFlow,CV,机器学习",负责产品设计工作，要求博士及以上学历,generated,2026-03-30 19:41:46,33557,55525
前端开发工程师,华为网络技术有限公司,32-77K,成都,南山区,5-10 年,博士,"软件开发,软件工程,Git,Spring",负责数据分析工作，要求博士及以上学历,generated,2026-03-30 19:41:46,39953,41229
数据库管理员,阿里网络技术有限公司,27-63K,西安,天河区,1-3 年,大专,"市场调研,品牌推广",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,41241,55405
全栈工程师,华为数据服务有限公司,49-77K,北京,南山区,经验不限,高中,"敏捷开发,软件开发",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,11679,43708
后端开发工程师,小米科技有限公司,38-22K,北京,朝阳区,应届生,大专,"UI 设计,平面设计,Sketch",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,16931,22435
产品经理,腾讯智能科技有限公司,22-68K,北京,海淀区,5-10 年,大专,"项目管理,商业分析,数据分析,团队协作",负责软件开发工作，要求本科及以上学历,generated,2026-03-30 19:41:46,13271,50090
数据分析师,字节数据服务有限公司,17-68K,上海,海淀区,应届生,硕士,"项目管理,沟通协调",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,42613,62326
软件工程师,阿里数据服务有限公司,19-78K,西安,天河区,经验不限,高中,"团队协作,沟通协调,商业分析,数据分析,项目管理",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,23849,17456
系统架构师,VIVO智能科技有限公司,25-43K,北京,朝阳区,3-5 年,硕士,"数据分析,沟通协调,项目管理",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,39508,15635
数据分析师,阿里系统有限公司,39-32K,上海,浦东新区,3-5 年,大专,"NLP,机器学习",负责系统架构工作，要求高中及以上学历,generated,2026-03-30 19:41:46,29358,78803
Python 开发工程师,百度智能科技有限公司,34-76K,杭州,南山区,3-5 年,硕士,"金融分析,财务报表,投资分析",负责产品设计工作，要求高中及以上学历,generated,2026-03-30 19:41:46,44449,34639
全栈工程师,VIVO信息技术有限公司,26-32K,广州,海淀区,1-3 年,博士,"UI 设计,平面设计,Figma,Photoshop,Sketch",负责系统架构工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,44911,28934
测试工程师,京东信息技术有限公司,33-61K,苏州,海淀区,3-5 年,大专,"软件工程,软件开发,敏捷开发,Git",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,43384,74832
UI 设计师,阿里智能科技有限公司,36-53K,深圳,天河区,5-10 年,高中,"Python,算法",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,46830,76274
算法工程师,OPPO网络技术有限公司,10-75K,广州,天河区,1-3 年,博士,"算法,Linux,Python,Java,C++",负责系统架构工作，要求大专及以上学历,generated,2026-03-30 19:41:46,18834,35944
测试工程师,VIVO数据服务有限公司,18-66K,武汉,朝阳区,应届生,大专,"营销策划,市场调研,品牌推广,新媒体运营,市场营销",负责数据分析工作，要求大专及以上学历,generated,2026-03-30 19:41:46,41823,69007
后端开发工程师,小米网络技术有限公司,33-46K,深圳,朝阳区,应届生,大专,"Photoshop,Figma,平面设计,UI 设计",负责软件开发工作，要求硕士及以上学历,generated,2026-03-30 19:41:46,16989,52849
产品经理,华为科技有限公司,34-63K,上海,海淀区,应届生,高中,"团队协作,项目管理,商业分析,沟通协调,数据分析",负责产品设计工作，要求大专及以上学历,generated,2026-03-30 19:41:46,14745,24709
产品经理,小米系统有限公司,22-71K,杭州,天河区,应届生,高中,"数据结构,Python",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,27893,57605
测试工程师,VIVO系统有限公司,36-43K,成都,南山区,3-5 年,本科,"数据库,算法,Java,Python,Linux",负责软件开发工作，要求大专及以上学历,generated,2026-03-30 19:41:46,29884,39191
产品经理,腾讯智能科技有限公司,16-77K,苏州,海淀区,1-3 年,博士,"Photoshop,Figma,Sketch",负责数据分析工作，要求高中及以上学历,generated,2026-03-30 19:41:46,24924,46962
数据分析师,网易智能科技有限公司,29-15K,上海,南山区,应届生,硕士,"Figma,UI 设计",负责系统架构工作，要求博士及以上学历,generated,2026-03-30 19:41:46,37854,73442
软件工程师,VIVO系统有限公司,8-43K,深圳,,3-5 年,高中,"TensorFlow,NLP",负责软件开发工作，要求博士及以上学历,generated,2026-03-30 19:41:46,27578,70007
运维工程师,VIVO系统有限公司,10-48K,西安,朝阳区,5-10 年,硕士,"Linux,数据库,Java,算法",负责软件开发工作，要求高中及以上学历,generated,2026-03-30 19:41:46,28803,45484
